bbox_west,bbox_south,bbox_east,bbox_north,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name,area_m2,zone_id,dist_alimentacion,access_alimentacion,dist_farmacia,access_farmacia,dist_salud,access_salud,dist_educacion,access_educacion,dist_parque,access_parque,dist_transporte,access_transporte,services_count,score_15min,cluster
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",87370.63111529207,Z025,1824.4853826826738,0,1584.6425101277812,0,2787.0178840249,0,2047.0596596386374,0,866.5021634176692,1,1100.1121213071656,1,2,33.33333333333333,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",301017.1494921615,Z026,1524.4450979260548,0,1438.420771566692,0,3792.807914342772,0,1813.974202768139,0,1157.0532787587483,1,668.079194280842,1,2,33.33333333333333,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",667928.394663041,Z027,2087.3634146453232,0,2100.9794425842388,0,4462.18412424111,0,2350.8141994613325,0,250.8329952967895,1,321.88767101019386,1,2,33.33333333333333,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",129004.96394851097,Z028,2662.754274604693,0,2730.242696478223,0,5150.706584374261,0,2893.159592751352,0,280.67468600364697,1,1050.9270129475972,1,2,33.33333333333333,3
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",188299.74916309526,Z029,7061.782627581774,0,7046.571487204869,0,11307.702123340037,0,7986.320855318224,0,8094.022292427301,0,6616.899659064927,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",748701.5066722467,Z030,423.9592564442048,1,420.4330479962208,1,1322.9355495902644,0,238.13999048307923,1,345.2654593173783,1,406.87276726912626,1,5,83.33333333333334,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",999948.4057549634,Z031,565.7027776605848,1,660.7368048366675,1,640.0282925132666,1,362.15859635330855,1,522.9176086304041,1,367.0089228098156,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z032,311.8132964435514,1,369.50748292933775,1,393.06045165287924,1,300.91367716783253,1,317.6184457028491,1,20.329850637494477,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z033,95.96463600396055,1,280.5010975611913,1,415.9789395218301,1,251.07207872175056,1,236.6837078645319,1,104.95000125034667,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z034,300.37385524080184,1,98.82530822330722,1,455.898078776466,1,138.1197029666252,1,86.42457670662799,1,105.58405629309875,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z035,157.57295619160828,1,219.3811413606176,1,113.21888979910523,1,73.79971190054098,1,109.76572134899799,1,43.993869248699625,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z036,140.4742332170888,1,271.2087748190863,1,418.14588389865474,1,78.17811530037643,1,71.33248357829504,1,30.602411676323413,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z037,127.41430007979434,1,165.3323210926882,1,334.47119339112004,1,332.9026845456116,1,168.1539463972001,1,36.52714617609277,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",866685.0046804806,Z038,379.74812553097485,1,764.3489620656761,1,943.7532762610308,1,196.75174052439223,1,487.57151383745384,1,151.41481999528406,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",957179.7329573896,Z039,1488.7982896767578,0,1863.1422940407695,0,2082.8282664840435,0,1340.6660914319598,0,462.3543574524546,1,485.27107943978586,1,2,33.33333333333333,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",955843.5260075664,Z040,1485.961704126456,0,1227.9927185588976,0,2776.304007417958,0,1655.5316995218802,0,384.121119788227,1,614.925099970415,1,2,33.33333333333333,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",529383.5011055501,Z041,550.8851118856987,1,412.8223811858655,1,3864.3239123654675,0,831.5722075551557,1,1408.5808253414846,0,406.90406481477686,1,4,66.66666666666666,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",76636.45419550082,Z042,7353.502370337554,0,6129.5364059959875,0,12715.075981839032,0,8812.80192481158,0,8966.183761607042,0,6118.641555584803,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",764178.3109847975,Z043,6960.996587679276,0,6068.984062228769,0,12226.413150335417,0,8347.453476066705,0,8497.05337502666,0,5977.3558023113965,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",998977.8550512593,Z044,6467.070468791753,0,6451.291883718756,0,11100.00735958999,0,7510.05437099353,0,7636.70870887349,0,6003.070338665367,0,0,0.0,1
