name,categoria,lat,lon
Arxiduc Carles - Enguera,transporte,39.4650571,-0.39492560000000076
Tres Forques (parell) - Arxiduc Carles,transporte,39.463992499999996,-0.3969799000000006
Tres Forques - Santa Cruz de Tenerife,transporte,39.46388560000001,-0.3995152000000004
Tres Forques - Josep Maestre,transporte,39.4637441,-0.40306520000000173
Tres Creus (carril bus) - Llombai,transporte,39.4641386,-0.4054581000000005
Tres Creus (carril bus) - Músic Ayllón,transporte,39.46703489999999,-0.4057825000000004
Arquitecte Segura de Lago - Dr. Rafael Bartual,transporte,39.4534201,-0.4029309999999998
José Andreu Alabarta - Mariano de Cavia,transporte,39.45262499999999,-0.40385479999999996
José Andreu Alabarta - Professor Àngel Lacalle,transporte,39.4542477,-0.40480950000000043
José Soto Micó - Alcalà de Xivert,transporte,39.43995220000001,-0.3889944999999995
Sant Vicent Màrtir (parell) - Arquebisbe Olaechea,transporte,39.44362809999999,-0.3875266000000006
Sant Vicent Màrtir - Enginyer Josep Sirera,transporte,39.4453169,-0.38687840000000107
Creu Coberta,transporte,39.44823040000001,-0.3858127000000006
Sant Vicent Màrtir - Joaquín Navarro,transporte,39.4527763,-0.3846825000000004
Sant Vicent Màrtir - Dolores Alcaide,transporte,39.4557929,-0.3840693000000001
Gaspar Aguilar - Costa i Borràs,transporte,39.45587520000001,-0.39065380000000005
Josep Soto Micó - Síndic Mojolí,transporte,39.4401253,-0.3887578000000006
Real de Madrid - Concepción Arenal,transporte,39.43493749999999,-0.39080219999999977
Real de Madrid - Hellín,transporte,39.4338996,-0.39121800000000023
la Torre,transporte,39.4273625,-0.3935265000000002
Real de Madrid (parell) - Eduardo Dato,transporte,39.43003670000001,-0.3928824000000001
Real de Madrid - Algar del Palància,transporte,39.433269900000006,-0.39159379999999955
Real de Madrid - Carretera d'Alba,transporte,39.4348047,-0.3909914000000001
Gaspar Aguilar - Jesús,transporte,39.459276,-0.38856159999999923
Conca - Mossén Fenollar,transporte,39.461727999999994,-0.3903089000000006
Conca - Pérez Galdós,transporte,39.463753,-0.3885917000000012
Pius XI - Manuel Simó,transporte,39.4598767,-0.39216609999999974
Centre de Salut Pare Jofré,transporte,39.460586,-0.3899907000000003
Humanista Mariner - Beat Nicolau Factor,transporte,39.46177639999999,-0.3925989999999997
Hospital Dr. Peset,transporte,39.4525061,-0.3929101000000003
